DATATYPE	 IR Spectrum
715.1829	 87.6234
715.6489	 87.6135
716.1148	 87.6031
716.5807	 87.5919
717.0466	 87.5800
717.5125	 87.5672
717.9785	 87.5535
718.4444	 87.5388
718.9103	 87.5231
719.3762	 87.5064
719.8421	 87.4888
720.3080	 87.4702
720.7740	 87.4509
721.2399	 87.4309
721.7058	 87.4102
722.1717	 87.3891
722.6376	 87.3677
723.1035	 87.3462
723.5695	 87.3246
724.0354	 87.3032
724.5013	 87.2821
724.9672	 87.2614
725.4331	 87.2412
725.8990	 87.2215
726.3650	 87.2026
726.8309	 87.1843
727.2968	 87.1667
727.7627	 87.1497
728.2286	 87.1334
728.6945	 87.1176
729.1605	 87.1023
729.6264	 87.0873
730.0923	 87.0726
730.5582	 87.0580
731.0241	 87.0434
731.4901	 87.0287
731.9560	 87.0139
732.4219	 86.9989
732.8878	 86.9835
733.3537	 86.9678
733.8196	 86.9519
734.2856	 86.9356
734.7515	 86.9191
735.2174	 86.9026
735.6833	 86.8860
736.1492	 86.8697
736.6151	 86.8536
737.0811	 86.8382
737.5470	 86.8234
738.0129	 86.8096
738.4788	 86.7970
738.9447	 86.7858
739.4106	 86.7761
739.8766	 86.7681
740.3425	 86.7620
740.8084	 86.7578
741.2743	 86.7557
741.7402	 86.7557
742.2061	 86.7577
742.6721	 86.7617
743.1380	 86.7676
743.6039	 86.7753
744.0698	 86.7846
744.5357	 86.7953
745.0017	 86.8073
745.4676	 86.8201
745.9335	 86.8337
746.3994	 86.8478
746.8653	 86.8620
747.3312	 86.8762
747.7972	 86.8902
748.2631	 86.9037
748.7290	 86.9165
749.1949	 86.9285
749.6608	 86.9397
750.1267	 86.9498
750.5927	 86.9588
751.0586	 86.9668
751.5245	 86.9737
751.9904	 86.9795
752.4563	 86.9844
752.9222	 86.9884
753.3882	 86.9915
753.8541	 86.9939
754.3200	 86.9956
754.7859	 86.9969
755.2518	 86.9976
755.7177	 86.9980
756.1837	 86.9981
756.6496	 86.9979
757.1155	 86.9974
757.5814	 86.9967
758.0473	 86.9956
758.5132	 86.9943
758.9792	 86.9925
759.4451	 86.9902
759.9110	 86.9872
760.3769	 86.9836
760.8428	 86.9791
761.3088	 86.9737
761.7747	 86.9672
762.2406	 86.9596
762.7065	 86.9507
763.1724	 86.9406
763.6383	 86.9290
764.1043	 86.9161
764.5702	 86.9019
765.0361	 86.8863
765.5020	 86.8694
765.9679	 86.8514
766.4338	 86.8323
766.8998	 86.8123
767.3657	 86.7915
767.8316	 86.7701
768.2975	 86.7483
768.7634	 86.7262
769.2293	 86.7041
769.6953	 86.6821
770.1612	 86.6603
770.6271	 86.6389
771.0930	 86.6180
771.5589	 86.5977
772.0248	 86.5780
772.4908	 86.5591
772.9567	 86.5408
773.4226	 86.5233
773.8885	 86.5063
774.3544	 86.4899
774.8204	 86.4739
775.2863	 86.4582
775.7522	 86.4426
776.2181	 86.4271
776.6840	 86.4115
777.1499	 86.3956
777.6159	 86.3793
778.0818	 86.3625
778.5477	 86.3450
779.0136	 86.3267
779.4795	 86.3077
779.9454	 86.2878
780.4114	 86.2669
780.8773	 86.2453
781.3432	 86.2227
781.8091	 86.1993
782.2750	 86.1752
782.7409	 86.1504
783.2069	 86.1251
783.6728	 86.0993
784.1387	 86.0732
784.6046	 86.0468
785.0705	 86.0204
785.5364	 85.9939
786.0024	 85.9676
786.4683	 85.9414
786.9342	 85.9155
787.4001	 85.8899
787.8660	 85.8646
788.3320	 85.8396
788.7979	 85.8150
789.2638	 85.7906
789.7297	 85.7665
790.1956	 85.7426
790.6615	 85.7188
791.1275	 85.6950
791.5934	 85.6712
792.0593	 85.6472
792.5252	 85.6231
792.9911	 85.5987
793.4570	 85.5739
793.9230	 85.5488
794.3889	 85.5232
794.8548	 85.4971
795.3207	 85.4706
795.7866	 85.4435
796.2525	 85.4160
796.7185	 85.3880
797.1844	 85.3596
797.6503	 85.3308
798.1162	 85.3016
798.5821	 85.2721
799.0480	 85.2423
799.5140	 85.2122
799.9799	 85.1819
800.4458	 85.1513
800.9117	 85.1206
801.3776	 85.0896
801.8436	 85.0585
802.3095	 85.0272
802.7754	 84.9956
803.2413	 84.9638
803.7072	 84.9318
804.1731	 84.8995
804.6391	 84.8670
805.1050	 84.8343
805.5709	 84.8015
806.0368	 84.7686
806.5027	 84.7358
806.9686	 84.7031
807.4346	 84.6707
807.9005	 84.6389
808.3664	 84.6078
808.8323	 84.5778
809.2982	 84.5491
809.7641	 84.5222
810.2301	 84.4973
810.6960	 84.4749
811.1619	 84.4554
811.6278	 84.4392
812.0937	 84.4267
812.5596	 84.4183
813.0256	 84.4144
813.4915	 84.4154
813.9574	 84.4216
814.4233	 84.4332
814.8892	 84.4507
815.3552	 84.4740
815.8211	 84.5033
816.2870	 84.5386
816.7529	 84.5800
817.2188	 84.6273
817.6847	 84.6804
818.1507	 84.7390
818.6166	 84.8028
819.0825	 84.8715
819.5484	 84.9447
820.0143	 85.0219
820.4802	 85.1026
820.9462	 85.1865
821.4121	 85.2728
821.8780	 85.3612
822.3439	 85.4512
822.8098	 85.5421
823.2757	 85.6336
823.7417	 85.7252
824.2076	 85.8163
824.6735	 85.9067
825.1394	 85.9959
825.6053	 86.0837
826.0712	 86.1695
826.5372	 86.2533
827.0031	 86.3347
827.4690	 86.4134
827.9349	 86.4894
828.4008	 86.5623
828.8668	 86.6320
829.3327	 86.6983
829.7986	 86.7611
830.2645	 86.8202
830.7304	 86.8755
831.1963	 86.9268
831.6623	 86.9739
832.1282	 87.0168
832.5941	 87.0553
833.0600	 87.0891
833.5259	 87.1183
833.9918	 87.1426
834.4578	 87.1620
834.9237	 87.1763
835.3896	 87.1854
835.8555	 87.1893
836.3214	 87.1879
836.7873	 87.1812
837.2533	 87.1693
837.7192	 87.1521
838.1851	 87.1299
838.6510	 87.1026
839.1169	 87.0706
839.5828	 87.0340
840.0488	 86.9932
840.5147	 86.9483
840.9806	 86.8999
841.4465	 86.8482
841.9124	 86.7937
842.3784	 86.7370
842.8443	 86.6784
843.3102	 86.6186
843.7761	 86.5580
844.2420	 86.4971
844.7079	 86.4365
845.1739	 86.3768
845.6398	 86.3184
846.1057	 86.2619
846.5716	 86.2076
847.0375	 86.1561
847.5034	 86.1078
847.9694	 86.0629
848.4353	 86.0219
848.9012	 85.9850
849.3671	 85.9524
849.8330	 85.9244
850.2989	 85.9010
850.7649	 85.8825
851.2308	 85.8689
851.6967	 85.8602
852.1626	 85.8565
852.6285	 85.8577
853.0944	 85.8639
853.5604	 85.8751
854.0263	 85.8910
854.4922	 85.9117
854.9581	 85.9372
855.4240	 85.9671
855.8900	 86.0016
856.3559	 86.0404
856.8218	 86.0833
857.2877	 86.1303
857.7536	 86.1812
858.2195	 86.2357
858.6855	 86.2936
859.1514	 86.3548
859.6173	 86.4189
860.0832	 86.4857
860.5491	 86.5549
861.0150	 86.6262
861.4810	 86.6993
861.9469	 86.7739
862.4128	 86.8496
862.8787	 86.9261
863.3446	 87.0030
863.8105	 87.0800
864.2765	 87.1568
864.7424	 87.2331
865.2083	 87.3086
865.6742	 87.3830
866.1401	 87.4561
866.6060	 87.5277
867.0720	 87.5976
867.5379	 87.6656
868.0038	 87.7318
868.4697	 87.7959
868.9356	 87.8580
869.4016	 87.9181
869.8675	 87.9761
870.3334	 88.0323
870.7993	 88.0866
871.2652	 88.1391
871.7311	 88.1900
872.1971	 88.2394
872.6630	 88.2874
873.1289	 88.3342
873.5948	 88.3800
874.0607	 88.4248
874.5266	 88.4687
874.9926	 88.5120
875.4585	 88.5545
875.9244	 88.5965
876.3903	 88.6380
876.8562	 88.6790
877.3221	 88.7194
877.7881	 88.7594
878.2540	 88.7987
878.7199	 88.8375
879.1858	 88.8756
879.6517	 88.9129
880.1176	 88.9494
880.5836	 88.9850
881.0495	 89.0196
881.5154	 89.0531
881.9813	 89.0854
882.4472	 89.1165
882.9132	 89.1464
883.3791	 89.1749
883.8450	 89.2020
884.3109	 89.2279
884.7768	 89.2523
885.2427	 89.2755
885.7087	 89.2974
886.1746	 89.3181
886.6405	 89.3376
887.1064	 89.3560
887.5723	 89.3734
888.0382	 89.3899
888.5042	 89.4055
888.9701	 89.4204
889.4360	 89.4345
889.9019	 89.4479
890.3678	 89.4608
890.8337	 89.4731
891.2997	 89.4848
891.7656	 89.4959
892.2315	 89.5065
892.6974	 89.5164
893.1633	 89.5257
893.6292	 89.5343
894.0952	 89.5421
894.5611	 89.5490
895.0270	 89.5550
895.4929	 89.5599
895.9588	 89.5636
896.4247	 89.5661
896.8907	 89.5672
897.3566	 89.5668
897.8225	 89.5649
898.2884	 89.5613
898.7543	 89.5560
899.2203	 89.5490
899.6862	 89.5401
900.1521	 89.5294
900.6180	 89.5169
901.0839	 89.5024
901.5498	 89.4861
902.0158	 89.4679
902.4817	 89.4479
902.9476	 89.4262
903.4135	 89.4026
903.8794	 89.3774
904.3453	 89.3505
904.8113	 89.3221
905.2772	 89.2921
905.7431	 89.2607
906.2090	 89.2279
906.6749	 89.1937
907.1408	 89.1583
907.6068	 89.1216
908.0727	 89.0838
908.5386	 89.0449
909.0045	 89.0050
909.4704	 88.9642
909.9363	 88.9225
910.4023	 88.8799
910.8682	 88.8367
911.3341	 88.7928
911.8000	 88.7484
912.2659	 88.7036
912.7319	 88.6585
913.1978	 88.6133
913.6637	 88.5680
914.1296	 88.5229
914.5955	 88.4781
915.0614	 88.4337
915.5274	 88.3900
915.9933	 88.3470
916.4592	 88.3050
916.9251	 88.2642
917.3910	 88.2246
917.8569	 88.1864
918.3229	 88.1498
918.7888	 88.1149
919.2547	 88.0817
919.7206	 88.0504
920.1865	 88.0209
920.6524	 87.9933
921.1184	 87.9676
921.5843	 87.9437
922.0502	 87.9216
922.5161	 87.9012
922.9820	 87.8823
923.4479	 87.8650
923.9139	 87.8489
924.3798	 87.8340
924.8457	 87.8201
925.3116	 87.8070
925.7775	 87.7946
926.2435	 87.7827
926.7094	 87.7710
927.1753	 87.7596
927.6412	 87.7482
928.1071	 87.7368
928.5730	 87.7252
929.0390	 87.7133
929.5049	 87.7012
929.9708	 87.6887
930.4367	 87.6759
930.9026	 87.6628
931.3685	 87.6493
931.8345	 87.6355
932.3004	 87.6214
932.7663	 87.6072
933.2322	 87.5928
933.6981	 87.5783
934.1640	 87.5637
934.6300	 87.5492
935.0959	 87.5347
935.5618	 87.5202
936.0277	 87.5059
936.4936	 87.4915
936.9595	 87.4773
937.4255	 87.4630
937.8914	 87.4486
938.3573	 87.4341
938.8232	 87.4193
939.2891	 87.4042
939.7551	 87.3886
940.2210	 87.3723
940.6869	 87.3553
941.1528	 87.3374
941.6187	 87.3184
942.0846	 87.2981
942.5506	 87.2765
943.0165	 87.2534
943.4824	 87.2286
943.9483	 87.2021
944.4142	 87.1737
944.8801	 87.1433
945.3461	 87.1109
945.8120	 87.0763
946.2779	 87.0397
946.7438	 87.0009
947.2097	 86.9599
947.6756	 86.9168
948.1416	 86.8716
948.6075	 86.8244
949.0734	 86.7751
949.5393	 86.7240
950.0052	 86.6710
950.4711	 86.6163
950.9371	 86.5601
951.4030	 86.5024
951.8689	 86.4434
952.3348	 86.3833
952.8007	 86.3222
953.2667	 86.2603
953.7326	 86.1978
954.1985	 86.1348
954.6644	 86.0716
955.1303	 86.0083
955.5962	 85.9452
956.0622	 85.8826
956.5281	 85.8205
956.9940	 85.7593
957.4599	 85.6992
957.9258	 85.6405
958.3917	 85.5833
958.8577	 85.5280
959.3236	 85.4748
959.7895	 85.4240
960.2554	 85.3756
960.7213	 85.3301
961.1872	 85.2876
961.6532	 85.2482
962.1191	 85.2121
962.5850	 85.1795
963.0509	 85.1505
963.5168	 85.1251
963.9827	 85.1034
964.4487	 85.0854
964.9146	 85.0709
965.3805	 85.0600
965.8464	 85.0525
966.3123	 85.0482
966.7783	 85.0469
967.2442	 85.0485
967.7101	 85.0525
968.1760	 85.0588
968.6419	 85.0669
969.1078	 85.0766
969.5738	 85.0876
970.0397	 85.0994
970.5056	 85.1116
970.9715	 85.1241
971.4374	 85.1363
971.9033	 85.1479
972.3693	 85.1587
972.8352	 85.1682
973.3011	 85.1763
973.7670	 85.1827
974.2329	 85.1871
974.6988	 85.1892
975.1648	 85.1890
975.6307	 85.1863
976.0966	 85.1808
976.5625	 85.1724
977.0284	 85.1612
977.4943	 85.1468
977.9603	 85.1294
978.4262	 85.1087
978.8921	 85.0848
979.3580	 85.0576
979.8239	 85.0270
980.2899	 84.9931
980.7558	 84.9557
981.2217	 84.9149
981.6876	 84.8706
982.1535	 84.8229
982.6194	 84.7716
983.0854	 84.7169
983.5513	 84.6586
984.0172	 84.5969
984.4831	 84.5317
984.9490	 84.4631
985.4149	 84.3910
985.8809	 84.3157
986.3468	 84.2371
986.8127	 84.1554
987.2786	 84.0706
987.7445	 83.9829
988.2104	 83.8925
988.6764	 83.7995
989.1423	 83.7041
989.6082	 83.6065
