DATATYPE	 IR Spectrum
XYUNITS	 Wavenumber;PercentTransmittance
DECIMALSYMBOL	 .
976.5625	 57.5790
977.0284	 57.4392
977.4943	 57.2980
977.9603	 57.1559
978.4262	 57.0133
978.8921	 56.8709
979.3580	 56.7291
979.8239	 56.5882
980.2899	 56.4489
980.7558	 56.3113
981.2217	 56.1758
981.6876	 56.0428
982.1535	 55.9124
982.6194	 55.7847
983.0854	 55.6598
983.5513	 55.5378
984.0172	 55.4186
984.4831	 55.3021
984.9490	 55.1881
985.4149	 55.0765
985.8809	 54.9670
986.3468	 54.8593
986.8127	 54.7532
987.2786	 54.6484
987.7445	 54.5445
988.2104	 54.4413
988.6764	 54.3384
989.1423	 54.2356
989.6082	 54.1325
990.0741	 54.0290
990.5400	 53.9247
991.0059	 53.8195
991.4719	 53.7131
991.9378	 53.6052
992.4037	 53.4958
992.8696	 53.3847
993.3355	 53.2716
993.8015	 53.1564
994.2674	 53.0390
994.7333	 52.9193
995.1992	 52.7970
995.6651	 52.6720
996.1310	 52.5442
996.5970	 52.4135
997.0629	 52.2798
997.5288	 52.1428
997.9947	 52.0025
998.4606	 51.8589
998.9265	 51.7118
999.3925	 51.5612
999.8584	 51.4071
1000.3243	 51.2496
1000.7902	 51.0887
1001.2561	 50.9245
1001.7220	 50.7572
1002.1880	 50.5870
1002.6539	 50.4142
1003.1198	 50.2391
1003.5857	 50.0620
1004.0516	 49.8832
1004.5175	 49.7034
1004.9835	 49.5228
1005.4494	 49.3419
1005.9153	 49.1614
1006.3812	 48.9815
1006.8471	 48.8029
1007.3131	 48.6259
1007.7790	 48.4510
1008.2449	 48.2785
1008.7108	 48.1088
1009.1767	 47.9422
1009.6426	 47.7789
1010.1086	 47.6189
1010.5745	 47.4623
1011.0404	 47.3092
1011.5063	 47.1595
1011.9722	 47.0129
1012.4381	 46.8693
1012.9041	 46.7285
1013.3700	 46.5901
1013.8359	 46.4538
1014.3018	 46.3193
1014.7677	 46.1862
1015.2336	 46.0543
1015.6996	 45.9233
1016.1655	 45.7929
1016.6314	 45.6629
1017.0973	 45.5333
1017.5632	 45.4040
1018.0291	 45.2752
1018.4951	 45.1468
1018.9610	 45.0193
1019.4269	 44.8929
1019.8928	 44.7682
1020.3587	 44.6455
1020.8247	 44.5255
1021.2906	 44.4090
1021.7565	 44.2965
1022.2224	 44.1888
1022.6883	 44.0868
1023.1542	 43.9912
1023.6202	 43.9027
1024.0861	 43.8221
1024.5520	 43.7500
1025.0179	 43.6871
1025.4838	 43.6338
1025.9497	 43.5907
1026.4157	 43.5580
1026.8816	 43.5360
1027.3475	 43.5247
1027.8134	 43.5243
1028.2793	 43.5345
1028.7452	 43.5551
1029.2112	 43.5857
1029.6771	 43.6260
1030.1430	 43.6754
1030.6089	 43.7332
1031.0748	 43.7989
1031.5407	 43.8716
1032.0067	 43.9506
1032.4726	 44.0351
1032.9385	 44.1243
1033.4044	 44.2173
1033.8703	 44.3134
1034.3362	 44.4116
1034.8022	 44.5113
1035.2681	 44.6116
1035.7340	 44.7119
1036.1999	 44.8116
1036.6658	 44.9099
1037.1318	 45.0064
1037.5977	 45.1005
1038.0636	 45.1917
1038.5295	 45.2799
1038.9954	 45.3645
1039.4613	 45.4453
1039.9273	 45.5223
1040.3932	 45.5952
1040.8591	 45.6640
1041.3250	 45.7287
1041.7909	 45.7895
1042.2568	 45.8464
1042.7228	 45.8997
1043.1887	 45.9496
1043.6546	 45.9966
1044.1205	 46.0410
1044.5864	 46.0832
1045.0523	 46.1239
1045.5183	 46.1635
1045.9842	 46.2027
1046.4501	 46.2421
1046.9160	 46.2824
1047.3819	 46.3243
1047.8478	 46.3685
1048.3138	 46.4158
1048.7797	 46.4668
1049.2456	 46.5223
1049.7115	 46.5828
1050.1774	 46.6491
1050.6434	 46.7216
1051.1093	 46.8009
1051.5752	 46.8874
1052.0411	 46.9813
1052.5070	 47.0830
1052.9729	 47.1924
1053.4389	 47.3097
1053.9048	 47.4347
1054.3707	 47.5671
1054.8366	 47.7067
1055.3025	 47.8529
1055.7684	 48.0053
1056.2344	 48.1631
1056.7003	 48.3258
1057.1662	 48.4924
1057.6321	 48.6622
1058.0980	 48.8342
1058.5639	 49.0076
1059.0299	 49.1815
1059.4958	 49.3551
1059.9617	 49.5273
1060.4276	 49.6975
1060.8935	 49.8649
1061.3594	 50.0288
1061.8254	 50.1885
1062.2913	 50.3436
1062.7572	 50.4936
1063.2231	 50.6382
1063.6890	 50.7770
1064.1550	 50.9099
1064.6209	 51.0367
1065.0868	 51.1575
1065.5527	 51.2723
1066.0186	 51.3811
1066.4845	 51.4842
1066.9505	 51.5816
1067.4164	 51.6736
1067.8823	 51.7603
1068.3482	 51.8421
1068.8141	 51.9191
1069.2800	 51.9915
1069.7460	 52.0594
1070.2119	 52.1231
1070.6778	 52.1827
1071.1437	 52.2382
1071.6096	 52.2897
1072.0755	 52.3373
1072.5415	 52.3809
1073.0074	 52.4206
1073.4733	 52.4563
1073.9392	 52.4880
1074.4051	 52.5157
1074.8710	 52.5393
1075.3370	 52.5588
1075.8029	 52.5743
1076.2688	 52.5857
1076.7347	 52.5931
1077.2006	 52.5967
1077.6666	 52.5966
1078.1325	 52.5929
1078.5984	 52.5859
1079.0643	 52.5759
1079.5302	 52.5631
1079.9961	 52.5478
1080.4621	 52.5303
1080.9280	 52.5111
1081.3939	 52.4905
1081.8598	 52.4688
1082.3257	 52.4463
1082.7916	 52.4234
1083.2576	 52.4003
1083.7235	 52.3773
1084.1894	 52.3546
1084.6553	 52.3324
1085.1212	 52.3107
1085.5871	 52.2897
1086.0531	 52.2693
1086.5190	 52.2495
1086.9849	 52.2303
1087.4508	 52.2115
1087.9167	 52.1930
1088.3826	 52.1747
1088.8486	 52.1563
1089.3145	 52.1377
1089.7804	 52.1187
1090.2463	 52.0992
1090.7122	 52.0791
1091.1782	 52.0582
1091.6441	 52.0365
1092.1100	 52.0141
1092.5759	 51.9910
1093.0418	 51.9672
1093.5077	 51.9430
1093.9737	 51.9185
1094.4396	 51.8940
1094.9055	 51.8699
1095.3714	 51.8464
1095.8373	 51.8240
1096.3032	 51.8030
1096.7692	 51.7839
1097.2351	 51.7670
1097.7010	 51.7528
1098.1669	 51.7417
1098.6328	 51.7340
1099.0987	 51.7300
1099.5647	 51.7300
1100.0306	 51.7343
1100.4965	 51.7430
1100.9624	 51.7562
1101.4283	 51.7740
1101.8942	 51.7963
1102.3602	 51.8232
1102.8261	 51.8543
1103.2920	 51.8896
1103.7579	 51.9289
1104.2238	 51.9718
1104.6898	 52.0180
1105.1557	 52.0674
1105.6216	 52.1194
1106.0875	 52.1737
1106.5534	 52.2301
1107.0193	 52.2881
1107.4853	 52.3474
1107.9512	 52.4078
1108.4171	 52.4690
1108.8830	 52.5306
1109.3489	 52.5925
1109.8148	 52.6545
1110.2808	 52.7164
1110.7467	 52.7781
1111.2126	 52.8394
1111.6785	 52.9004
1112.1444	 52.9610
1112.6103	 53.0211
1113.0763	 53.0808
1113.5422	 53.1401
1114.0081	 53.1990
1114.4740	 53.2577
1114.9399	 53.3162
1115.4058	 53.3746
1115.8718	 53.4330
1116.3377	 53.4916
1116.8036	 53.5505
1117.2695	 53.6099
1117.7354	 53.6699
1118.2014	 53.7307
1118.6673	 53.7926
1119.1332	 53.8556
1119.5991	 53.9202
1120.0650	 53.9864
1120.5309	 54.0544
1120.9969	 54.1247
1121.4628	 54.1973
1121.9287	 54.2725
1122.3946	 54.3506
1122.8605	 54.4317
1123.3264	 54.5159
1123.7924	 54.6036
1124.2583	 54.6946
1124.7242	 54.7892
1125.1901	 54.8874
1125.6560	 54.9890
1126.1219	 55.0939
1126.5879	 55.2021
1127.0538	 55.3131
1127.5197	 55.4268
1127.9856	 55.5426
1128.4515	 55.6602
1128.9174	 55.7788
1129.3834	 55.8981
1129.8493	 56.0172
1130.3152	 56.1355
1130.7811	 56.2521
1131.2470	 56.3664
1131.7130	 56.4775
1132.1789	 56.5846
1132.6448	 56.6869
1133.1107	 56.7836
1133.5766	 56.8741
1134.0425	 56.9576
1134.5085	 57.0335
1134.9744	 57.1012
1135.4403	 57.1604
1135.9062	 57.2105
1136.3721	 57.2515
1136.8380	 57.2829
1137.3040	 57.3049
1137.7699	 57.3173
1138.2358	 57.3203
1138.7017	 57.3141
1139.1676	 57.2989
1139.6335	 57.2753
1140.0995	 57.2436
1140.5654	 57.2043
1141.0313	 57.1580
1141.4972	 57.1054
1141.9631	 57.0470
1142.4290	 56.9836
1142.8950	 56.9158
1143.3609	 56.8443
1143.8268	 56.7698
1144.2927	 56.6930
1144.7586	 56.6144
1145.2246	 56.5346
1145.6905	 56.4543
1146.1564	 56.3740
1146.6223	 56.2941
1147.0882	 56.2152
1147.5541	 56.1377
1148.0201	 56.0618
1148.4860	 55.9881
1148.9519	 55.9169
1149.4178	 55.8485
1149.8837	 55.7831
1150.3496	 55.7212
1150.8156	 55.6630
1151.2815	 55.6088
1151.7474	 55.5589
1152.2133	 55.5136
1152.6792	 55.4732
1153.1451	 55.4380
1153.6111	 55.4083
1154.0770	 55.3844
1154.5429	 55.3665
1155.0088	 55.3549
1155.4747	 55.3499
1155.9406	 55.3517
1156.4066	 55.3603
1156.8725	 55.3759
1157.3384	 55.3987
1157.8043	 55.4285
1158.2702	 55.4653
1158.7362	 55.5090
1159.2021	 55.5594
1159.6680	 55.6162
1160.1339	 55.6791
1160.5998	 55.7478
1161.0657	 55.8217
1161.5317	 55.9003
1161.9976	 55.9832
1162.4635	 56.0697
1162.9294	 56.1592
1163.3953	 56.2512
1163.8612	 56.3451
1164.3272	 56.4401
1164.7931	 56.5358
1165.2590	 56.6316
1165.7249	 56.7271
1166.1908	 56.8216
1166.6567	 56.9150
1167.1227	 57.0067
1167.5886	 57.0965
1168.0545	 57.1843
1168.5204	 57.2697
1168.9863	 57.3529
1169.4522	 57.4336
1169.9182	 57.5119
1170.3841	 57.5878
1170.8500	 57.6615
1171.3159	 57.7331
1171.7818	 57.8027
1172.2477	 57.8705
1172.7137	 57.9366
1173.1796	 58.0012
1173.6455	 58.0645
1174.1114	 58.1265
1174.5773	 58.1875
1175.0433	 58.2474
1175.5092	 58.3064
1175.9751	 58.3645
1176.4410	 58.4217
1176.9069	 58.4779
1177.3728	 58.5331
1177.8388	 58.5873
1178.3047	 58.6402
1178.7706	 58.6919
1179.2365	 58.7421
1179.7024	 58.7908
1180.1683	 58.8377
1180.6343	 58.8828
1181.1002	 58.9259
1181.5661	 58.9670
1182.0320	 59.0058
1182.4979	 59.0425
1182.9638	 59.0768
1183.4298	 59.1087
1183.8957	 59.1383
1184.3616	 59.1655
1184.8275	 59.1904
1185.2934	 59.2129
1185.7593	 59.2332
1186.2253	 59.2514
1186.6912	 59.2674
1187.1571	 59.2813
1187.6230	 59.2934
1188.0889	 59.3035
1188.5549	 59.3119
1189.0208	 59.3185
1189.4867	 59.3235
1189.9526	 59.3269
1190.4185	 59.3288
1190.8844	 59.3292
1191.3504	 59.3282
1191.8163	 59.3259
1192.2822	 59.3224
1192.7481	 59.3176
1193.2140	 59.3118
1193.6799	 59.3050
1194.1459	 59.2973
1194.6118	 59.2889
1195.0777	 59.2799
1195.5436	 59.2706
1196.0095	 59.2611
1196.4754	 59.2517
1196.9414	 59.2426
1197.4073	 59.2342
1197.8732	 59.2268
1198.3391	 59.2206
1198.8050	 59.2160
1199.2709	 59.2133
1199.7369	 59.2128
1200.2028	 59.2150
1200.6687	 59.2200
1201.1346	 59.2281
1201.6005	 59.2396
1202.0665	 59.2547
1202.5324	 59.2735
1202.9983	 59.2962
1203.4642	 59.3229
1203.9301	 59.3535
1204.3960	 59.3881
1204.8620	 59.4264
1205.3279	 59.4685
1205.7938	 59.5141
1206.2597	 59.5629
1206.7256	 59.6148
1207.1915	 59.6694
1207.6575	 59.7265
1208.1234	 59.7857
1208.5893	 59.8467
1209.0552	 59.9092
1209.5211	 59.9729
1209.9870	 60.0375
1210.4530	 60.1027
1210.9189	 60.1684
1211.3848	 60.2344
1211.8507	 60.3005
1212.3166	 60.3666
1212.7825	 60.4327
1213.2485	 60.4988
1213.7144	 60.5649
1214.1803	 60.6312
1214.6462	 60.6975
1215.1121	 60.7643
1215.5781	 60.8314
1216.0440	 60.8993
1216.5099	 60.9679
1216.9758	 61.0375
1217.4417	 61.1082
1217.9076	 61.1803
1218.3736	 61.2538
1218.8395	 61.3288
1219.3054	 61.4055
1219.7713	 61.4839
1220.2372	 61.5640
1220.7031	 61.6459
1221.1691	 61.7294
1221.6350	 61.8146
1222.1009	 61.9014
1222.5668	 61.9895
1223.0327	 62.0791
1223.4986	 62.1698
1223.9646	 62.2616
1224.4305	 62.3543
1224.8964	 62.4479
1225.3623	 62.5421
1225.8282	 62.6369
1226.2941	 62.7321
1226.7601	 62.8277
1227.2260	 62.9237
1227.6919	 63.0200
1228.1578	 63.1166
1228.6237	 63.2134
1229.0897	 63.3106
1229.5556	 63.4081
1230.0215	 63.5060
1230.4874	 63.6043
1230.9533	 63.7031
1231.4192	 63.8024
1231.8852	 63.9023
1232.3511	 64.0027
1232.8170	 64.1038
1233.2829	 64.2053
1233.7488	 64.3075
1234.2147	 64.4100
1234.6807	 64.5130
1235.1466	 64.6161
1235.6125	 64.7194
1236.0784	 64.8226
1236.5443	 64.9255
1237.0102	 65.0280
1237.4762	 65.1297
1237.9421	 65.2305
1238.4080	 65.3301
1238.8739	 65.4282
1239.3398	 65.5247
1239.8057	 65.6192
1240.2717	 65.7116
1240.7376	 65.8016
1241.2035	 65.8891
1241.6694	 65.9739
1242.1353	 66.0558
1242.6013	 66.1347
1243.0672	 66.2106
1243.5331	 66.2833
1243.9990	 66.3528
1244.4649	 66.4191
1244.9308	 66.4822
1245.3968	 66.5421
1245.8627	 66.5988
1246.3286	 66.6524
1246.7945	 66.7030
1247.2604	 66.7504
1247.7263	 66.7950
1248.1923	 66.8366
1248.6582	 66.8755
1249.1241	 66.9115
1249.5900	 66.9449
1250.0559	 66.9756
1250.5218	 67.0038
1250.9878	 67.0295
1251.4537	 67.0528
1251.9196	 67.0737
1252.3855	 67.0924
1252.8514	 67.1089
1253.3173	 67.1233
1253.7833	 67.1358
1254.2492	 67.1465
1254.7151	 67.1556
1255.1810	 67.1633
1255.6469	 67.1698
1256.1129	 67.1753
1256.5788	 67.1802
1257.0447	 67.1847
1257.5106	 67.1891
1257.9765	 67.1939
1258.4424	 67.1993
1258.9084	 67.2058
1259.3743	 67.2137
1259.8402	 67.2235
1260.3061	 67.2355
1260.7720	 67.2502
1261.2379	 67.2680
1261.7039	 67.2891
1262.1698	 67.3139
1262.6357	 67.3428
1263.1016	 67.3760
1263.5675	 67.4137
1264.0334	 67.4561
1264.4994	 67.5035
1264.9653	 67.5557
1265.4312	 67.6130
1265.8971	 67.6753
1266.3630	 67.7426
1266.8289	 67.8148
1267.2949	 67.8917
1267.7608	 67.9732
1268.2267	 68.0592
1268.6926	 68.1495
1269.1585	 68.2437
1269.6245	 68.3418
1270.0904	 68.4434
1270.5563	 68.5483
1271.0222	 68.6563
1271.4881	 68.7671
1271.9540	 68.8805
1272.4200	 68.9964
1272.8859	 69.1144
1273.3518	 69.2345
1273.8177	 69.3564
1274.2836	 69.4799
1274.7495	 69.6049
1275.2155	 69.7313
1275.6814	 69.8588
1276.1473	 69.9874
1276.6132	 70.1168
1277.0791	 70.2470
1277.5450	 70.3778
1278.0110	 70.5090
1278.4769	 70.6404
1278.9428	 70.7720
1279.4087	 70.9034
1279.8746	 71.0345
1280.3405	 71.1651
1280.8065	 71.2951
1281.2724	 71.4242
1281.7383	 71.5521
1282.2042	 71.6788
1282.6701	 71.8039
1283.1361	 71.9274
1283.6020	 72.0489
1284.0679	 72.1684
1284.5338	 72.2857
1284.9997	 72.4005
1285.4656	 72.5129
1285.9316	 72.6227
1286.3975	 72.7298
1286.8634	 72.8340
1287.3293	 72.9355
1287.7952	 73.0340
1288.2611	 73.1297
1288.7271	 73.2224
1289.1930	 73.3123
1289.6589	 73.3992
1290.1248	 73.4833
1290.5907	 73.5645
1291.0566	 73.6429
1291.5226	 73.7185
1291.9885	 73.7913
1292.4544	 73.8612
1292.9203	 73.9284
1293.3862	 73.9928
1293.8521	 74.0543
1294.3181	 74.1130
1294.7840	 74.1688
1295.2499	 74.2216
1295.7158	 74.2714
1296.1817	 74.3180
1296.6477	 74.3616
1297.1136	 74.4019
1297.5795	 74.4389
1298.0454	 74.4725
1298.5113	 74.5028
1298.9772	 74.5296
1299.4432	 74.5529
1299.9091	 74.5727
1300.3750	 74.5891
1300.8409	 74.6021
1301.3068	 74.6118
1301.7727	 74.6182
1302.2387	 74.6214
1302.7046	 74.6216
1303.1705	 74.6190
1303.6364	 74.6138
1304.1023	 74.6061
1304.5682	 74.5962
1305.0342	 74.5844
1305.5001	 74.5708
1305.9660	 74.5558
1306.4319	 74.5396
1306.8978	 74.5226
1307.3637	 74.5049
1307.8297	 74.4869
1308.2956	 74.4689
1308.7615	 74.4510
1309.2274	 74.4335
1309.6933	 74.4167
1310.1592	 74.4006
1310.6252	 74.3857
1311.0911	 74.3718
1311.5570	 74.3593
1312.0229	 74.3483
1312.4888	 74.3387
1312.9548	 74.3308
1313.4207	 74.3245
1313.8866	 74.3199
1314.3525	 74.3169
1314.8184	 74.3157
1315.2843	 74.3162
1315.7503	 74.3183
1316.2162	 74.3221
1316.6821	 74.3274
1317.1480	 74.3343
1317.6139	 74.3426
1318.0798	 74.3522
1318.5458	 74.3632
1319.0117	 74.3754
1319.4776	 74.3887
1319.9435	 74.4030
1320.4094	 74.4183
1320.8753	 74.4344
1321.3413	 74.4513
1321.8072	 74.4688
1322.2731	 74.4867
1322.7390	 74.5051
1323.2049	 74.5238
1323.6708	 74.5426
1324.1368	 74.5615
1324.6027	 74.5803
1325.0686	 74.5990
1325.5345	 74.6174
1326.0004	 74.6354
1326.4664	 74.6530
1326.9323	 74.6700
1327.3982	 74.6864
1327.8641	 74.7022
1328.3300	 74.7173
1328.7959	 74.7317
1329.2619	 74.7454
1329.7278	 74.7583
1330.1937	 74.7706
1330.6596	 74.7822
1331.1255	 74.7933
1331.5914	 74.8039
1332.0574	 74.8141
1332.5233	 74.8240
1332.9892	 74.8338
1333.4551	 74.8435
1333.9210	 74.8533
1334.3869	 74.8632
1334.8529	 74.8735
1335.3188	 74.8843
1335.7847	 74.8955
1336.2506	 74.9074
1336.7165	 74.9199
1337.1824	 74.9330
1337.6484	 74.9468
1338.1143	 74.9613
1338.5802	 74.9763
1339.0461	 74.9917
1339.5120	 75.0074
1339.9780	 75.0233
1340.4439	 75.0391
1340.9098	 75.0547
1341.3757	 75.0699
1341.8416	 75.0843
1342.3075	 75.0979
1342.7735	 75.1103
1343.2394	 75.1214
1343.7053	 75.1309
1344.1712	 75.1388
1344.6371	 75.1448
1345.1030	 75.1488
1345.5690	 75.1507
1346.0349	 75.1505
1346.5008	 75.1480
1346.9667	 75.1434
1347.4326	 75.1365
1347.8985	 75.1275
1348.3645	 75.1164
1348.8304	 75.1033
1349.2963	 75.0884
1349.7622	 75.0717
1350.2281	 75.0534
1350.6940	 75.0336
1351.1600	 75.0127
1351.6259	 74.9907
1352.0918	 74.9678
1352.5577	 74.9443
1353.0236	 74.9203
1353.4896	 74.8962
1353.9555	 74.8720
1354.4214	 74.8480
1354.8873	 74.8245
1355.3532	 74.8015
1355.8191	 74.7794
1356.2851	 74.7582
1356.7510	 74.7383
1357.2169	 74.7197
1357.6828	 74.7026
1358.1487	 74.6872
1358.6146	 74.6736
1359.0806	 74.6620
1359.5465	 74.6525
1360.0124	 74.6452
1360.4783	 74.6402
1360.9442	 74.6377
1361.4101	 74.6378
1361.8761	 74.6405
1362.3420	 74.6459
1362.8079	 74.6542
1363.2738	 74.6653
1363.7397	 74.6794
1364.2056	 74.6965
1364.6716	 74.7167
1365.1375	 74.7399
1365.6034	 74.7663
1366.0693	 74.7957
1366.5352	 74.8281
1367.0012	 74.8636
1367.4671	 74.9021
1367.9330	 74.9435
1368.3989	 74.9876
1368.8648	 75.0343
1369.3307	 75.0836
1369.7967	 75.1352
1370.2626	 75.1890
1370.7285	 75.2447
1371.1944	 75.3021
1371.6603	 75.3610
1372.1262	 75.4210
1372.5922	 75.4821
1373.0581	 75.5438
1373.5240	 75.6059
1373.9899	 75.6682
1374.4558	 75.7303
1374.9217	 75.7919
1375.3877	 75.8529
1375.8536	 75.9130
1376.3195	 75.9718
1376.7854	 76.0292
1377.2513	 76.0850
1377.7172	 76.1390
1378.1832	 76.1909
1378.6491	 76.2407
1379.1150	 76.2882
1379.5809	 76.3333
1380.0468	 76.3759
1380.5128	 76.4159
1380.9787	 76.4532
1381.4446	 76.4879
1381.9105	 76.5198
1382.3764	 76.5491
1382.8423	 76.5756
1383.3083	 76.5994
1383.7742	 76.6205
1384.2401	 76.6390
1384.7060	 76.6550
1385.1719	 76.6684
1385.6378	 76.6794
1386.1038	 76.6881
1386.5697	 76.6945
1387.0356	 76.6989
1387.5015	 76.7012
1387.9674	 76.7018
1388.4333	 76.7006
1388.8993	 76.6980
1389.3652	 76.6940
1389.8311	 76.6890
1390.2970	 76.6831
1390.7629	 76.6765
1391.2288	 76.6696
1391.6948	 76.6626
1392.1607	 76.6558
1392.6266	 76.6494
1393.0925	 76.6437
1393.5584	 76.6389
1394.0244	 76.6353
1394.4903	 76.6332
1394.9562	 76.6326
1395.4221	 76.6338
1395.8880	 76.6368
1396.3539	 76.6417
1396.8199	 76.6485
1397.2858	 76.6571
1397.7517	 76.6674
1398.2176	 76.6792
1398.6835	 76.6924
1399.1494	 76.7065
1399.6154	 76.7214
1400.0813	 76.7366
1400.5472	 76.7518
1401.0131	 76.7665
1401.4790	 76.7804
1401.9449	 76.7931
1402.4109	 76.8040
1402.8768	 76.8129
1403.3427	 76.8193
1403.8086	 76.8228
1404.2745	 76.8231
1404.7404	 76.8197
1405.2064	 76.8124
1405.6723	 76.8008
1406.1382	 76.7847
1406.6041	 76.7637
1407.0700	 76.7376
1407.5360	 76.7061
1408.0019	 76.6689
1408.4678	 76.6260
1408.9337	 76.5770
1409.3996	 76.5218
1409.8655	 76.4603
1410.3315	 76.3923
1410.7974	 76.3179
1411.2633	 76.2370
1411.7292	 76.1498
1412.1951	 76.0562
1412.6610	 75.9566
1413.1270	 75.8514
1413.5929	 75.7408
1414.0588	 75.6255
1414.5247	 75.5061
1414.9906	 75.3834
1415.4565	 75.2583
1415.9225	 75.1318
1416.3884	 75.0049
1416.8543	 74.8788
1417.3202	 74.7548
1417.7861	 74.6339
1418.2520	 74.5176
1418.7180	 74.4068
1419.1839	 74.3027
1419.6498	 74.2064
1420.1157	 74.1188
1420.5816	 74.0405
1421.0476	 73.9723
1421.5135	 73.9145
1421.9794	 73.8676
1422.4453	 73.8317
1422.9112	 73.8068
1423.3771	 73.7929
1423.8431	 73.7897
1424.3090	 73.7970
1424.7749	 73.8144
1425.2408	 73.8414
1425.7067	 73.8776
1426.1726	 73.9223
1426.6386	 73.9750
1427.1045	 74.0351
1427.5704	 74.1017
1428.0363	 74.1742
1428.5022	 74.2517
1428.9681	 74.3335
1429.4341	 74.4186
1429.9000	 74.5061
1430.3659	 74.5949
1430.8318	 74.6840
1431.2977	 74.7724
1431.7636	 74.8587
1432.2296	 74.9420
1432.6955	 75.0210
1433.1614	 75.0945
1433.6273	 75.1613
1434.0932	 75.2206
1434.5592	 75.2711
1435.0251	 75.3122
1435.4910	 75.3431
1435.9569	 75.3632
1436.4228	 75.3723
1436.8887	 75.3701
1437.3547	 75.3568
1437.8206	 75.3326
1438.2865	 75.2978
1438.7524	 75.2530
1439.2183	 75.1991
1439.6842	 75.1367
1440.1502	 75.0667
1440.6161	 74.9900
1441.0820	 74.9076
1441.5479	 74.8204
1442.0138	 74.7293
1442.4797	 74.6350
1442.9457	 74.5383
1443.4116	 74.4400
1443.8775	 74.3407
1444.3434	 74.2408
1444.8093	 74.1410
1445.2752	 74.0416
1445.7412	 73.9430
1446.2071	 73.8455
1446.6730	 73.7494
1447.1389	 73.6550
1447.6048	 73.5626
1448.0707	 73.4724
1448.5367	 73.3848
1449.0026	 73.2999
1449.4685	 73.2181
1449.9344	 73.1398
1450.4003	 73.0654
1450.8663	 72.9954
1451.3322	 72.9302
1451.7981	 72.8703
1452.2640	 72.8163
1452.7299	 72.7687
1453.1958	 72.7281
1453.6618	 72.6950
1454.1277	 72.6698
1454.5936	 72.6529
1455.0595	 72.6446
1455.5254	 72.6450
1455.9913	 72.6542
1456.4573	 72.6720
1456.9232	 72.6983
1457.3891	 72.7326
1457.8550	 72.7747
1458.3209	 72.8240
1458.7868	 72.8799
1459.2528	 72.9421
1459.7187	 73.0100
1460.1846	 73.0831
1460.6505	 73.1611
1461.1164	 73.2436
1461.5823	 73.3304
1462.0483	 73.4215
1462.5142	 73.5167
1462.9801	 73.6161
1463.4460	 73.7198
1463.9119	 73.8280
1464.3779	 73.9410
1464.8438	 74.0591
1465.3097	 74.1825
1465.7756	 74.3116
1466.2415	 74.4467
1466.7074	 74.5880
1467.1734	 74.7358
1467.6393	 74.8901
1468.1052	 75.0510
1468.5711	 75.2184
1469.0370	 75.3921
1469.5029	 75.5715
1469.9689	 75.7561
1470.4348	 75.9452
1470.9007	 76.1377
1471.3666	 76.3326
1471.8325	 76.5286
1472.2984	 76.7244
1472.7644	 76.9185
1473.2303	 77.1094
1473.6962	 77.2958
1474.1621	 77.4763
1474.6280	 77.6495
1475.0939	 77.8143
1475.5599	 77.9698
1476.0258	 78.1151
1476.4917	 78.2495
1476.9576	 78.3727
1477.4235	 78.4844
1477.8895	 78.5844
1478.3554	 78.6728
1478.8213	 78.7496
1479.2872	 78.8152
1479.7531	 78.8698
1480.2190	 78.9137
1480.6850	 78.9473
1481.1509	 78.9708
1481.6168	 78.9847
1482.0827	 78.9892
1482.5486	 78.9847
1483.0145	 78.9714
1483.4805	 78.9496
1483.9464	 78.9195
1484.4123	 78.8814
1484.8782	 78.8354
1485.3441	 78.7819
1485.8100	 78.7210
1486.2760	 78.6530
1486.7419	 78.5783
1487.2078	 78.4972
1487.6737	 78.4101
1488.1396	 78.3176
1488.6055	 78.2201
1489.0715	 78.1182
1489.5374	 78.0126
1490.0033	 77.9039
1490.4692	 77.7927
1490.9351	 77.6797
1491.4011	 77.5656
1491.8670	 77.4508
1492.3329	 77.3360
1492.7988	 77.2216
1493.2647	 77.1078
1493.7306	 76.9950
1494.1966	 76.8833
1494.6625	 76.7725
1495.1284	 76.6627
1495.5943	 76.5536
1496.0602	 76.4449
1496.5261	 76.3361
1496.9921	 76.2267
1497.4580	 76.1163
1497.9239	 76.0041
1498.3898	 75.8896
1498.8557	 75.7722
1499.3216	 75.6513
1499.7876	 75.5262
1500.2535	 75.3965
1500.7194	 75.2619
1501.1853	 75.1220
1501.6512	 74.9768
1502.1171	 74.8264
1502.5831	 74.6709
1503.0490	 74.5108
1503.5149	 74.3470
1503.9808	 74.1803
1504.4467	 74.0119
1504.9127	 73.8432
1505.3786	 73.6758
1505.8445	 73.5115
1506.3104	 73.3523
1506.7763	 73.2001
1507.2422	 73.0570
1507.7082	 72.9252
1508.1741	 72.8066
1508.6400	 72.7033
1509.1059	 72.6171
1509.5718	 72.5498
1510.0377	 72.5030
1510.5037	 72.4782
1510.9696	 72.4767
1511.4355	 72.4997
1511.9014	 72.5484
1512.3673	 72.6236
1512.8332	 72.7261
1513.2992	 72.8568
1513.7651	 73.0162
1514.2310	 73.2047
1514.6969	 73.4226
1515.1628	 73.6701
1515.6287	 73.9471
1516.0947	 74.2529
1516.5606	 74.5871
1517.0265	 74.9483
1517.4924	 75.3351
1517.9583	 75.7454
1518.4243	 76.1768
1518.8902	 76.6262
1519.3561	 77.0904
